6008	2021-09-13 06:00:00	57567.2500
6008	2021-09-12 06:00:00	0.0000
6008	2021-09-11 06:00:00	0.0000
6008	2021-09-10 06:00:00	0.0000
6008	2021-09-09 06:00:00	60917.1400
6008	2021-09-08 06:00:00	65219.2200
6008	2021-09-07 06:00:00	65235.4700
6008	2021-09-06 06:00:00	60696.0800
6008	2021-09-05 06:00:00	0.0000
6008	2021-09-04 06:00:00	168.2100
6008	2021-09-03 06:00:00	61917.7400
6008	2021-09-02 06:00:00	65072.2500
6008	2021-09-01 06:00:00	66813.6100
6008	2021-08-31 06:00:00	63388.0600
6008	2021-08-30 06:00:00	57273.8600
6008	2021-08-29 06:00:00	0.0000
6008	2021-08-28 06:00:00	0.0000
6008	2021-08-27 06:00:00	67826.5700
6008	2021-08-26 06:00:00	69359.2300
6008	2021-08-25 06:00:00	73665.5200
6008	2021-08-24 06:00:00	69812.2400
6008	2021-08-23 06:00:00	69292.8800
6008	2021-08-22 06:00:00	21.5000
6008	2021-08-21 06:00:00	0.0000
6008	2021-08-20 06:00:00	65917.6200
6008	2021-08-19 06:00:00	61533.9900
6008	2021-08-18 06:00:00	53804.6000
6008	2021-08-17 06:00:00	60687.1600
6008	2021-08-16 06:00:00	54507.0200
6008	2021-08-15 06:00:00	0.0000
6008	2021-08-14 06:00:00	0.0000
6008	2021-08-13 06:00:00	50155.8500
6008	2021-08-12 06:00:00	57106.5100
6008	2021-08-11 06:00:00	60193.6100
6008	2021-08-10 06:00:00	56913.1900
6008	2021-08-09 06:00:00	52637.8900
6008	2021-08-08 06:00:00	0.0000
6008	2021-08-07 06:00:00	12157.6000
6008	2021-08-06 06:28:04	
6008	2021-08-06 06:00:00	61733.4300
6008	2021-08-05 06:00:00	63037.8400
6008	2021-08-04 14:05:04	
6008	2021-08-04 06:00:00	62062.0100
6008	2021-08-03 06:00:00	68935.09
6008	2021-08-02 06:00:00	60724.74
6008	2021-08-01 06:00:00	0
6008	2021-07-31 06:00:00	20341.56
6008	2021-07-30 06:00:00	65064.48
6008	2021-07-29 06:00:00	59828.09
6008	2021-07-28 06:00:00	69789.29
6008	2021-07-27 06:00:00	65344.72
6008	2021-07-26 06:00:00	68455.62
6008	2021-07-25 06:00:00	0
6008	2021-07-24 06:00:00	24629.49
6008	2021-07-23 06:00:00	63918.05
6008	2021-07-22 06:00:00	65017.56
6008	2021-07-21 06:00:00	66021.36
6008	2021-07-20 06:00:00	64929.83
6008	2021-07-19 06:00:00	71964.15
6008	2021-07-18 06:00:00	0
6008	2021-07-17 06:00:00	29021.79
6008	2021-07-16 06:00:00	76007.65
6008	2021-07-15 06:00:00	70868.78
6008	2021-07-14 06:00:00	64133.1
6008	2021-07-13 06:00:00	65192.14
6008	2021-07-12 06:00:00	69928.53
6008	2021-07-11 06:00:00	0
6008	2021-07-10 06:00:00	33418.31
6008	2021-07-09 06:00:00	76652.62
6008	2021-07-08 06:00:00	73974.12
6008	2021-07-07 06:00:00	59691.93
6008	2021-07-06 06:00:00	66765.74
6008	2021-07-05 06:00:00	60579.05
6008	2021-07-04 06:00:00	17493.66
6008	2021-07-03 06:00:00	36836.5
